"","Fire_ID","history","rbr","rbr_w_offset","Fire_Year","host_species","total_pixels","host_pct","Average.Recovery","Max_Overlap_Area","Max_Overlap_Percent","fire_area","isi_90","dc_90","dmc_90","ffmc_90","bui_90","fwi_90","recovery","mean_temperature","sum_precipitation_mm","sum_precipitation_m","x","y","median_tri","mean_tri","X","Cumulative_Years_Defol","Time_Since_Defol","window_opp","window_opp_2","distance","weights","subclass"
"767","SLK93_2012_1928",0,546.11,547.34,2012,7713,7903,97.6,108.14,0,0,23.709,7.1,177.5,36.4,89.3,45.4,13.3,108.14,20.13,5148.09,5.15,-89.1433251479148,51.7332713640605,0.353553390593274,0.330664136982087,710,2,0,"0","0",0.372631404022257,1,"20"
"771","SLK97_2006_1591",0,457.09,142.8,2006,293,301,97.3,106.31,0,0,0.903,9.5,418.5,60.7,90.7,88.7,25.9,106.31,20.05,6234.88,6.23,-91.0385860380092,50.2001690591173,1.36930639376292,1.79809896838982,1452,2,0,"0","0",0.810962445472591,1,"29"
"775","THU21_2009_1719",0,490.34,11.61,2009,81,89,91,105.78,0,0,0.267,8.8,110.5,30.7,92.3,37.2,16.1,105.78,20.39,5318.34,5.32,-89.5610612170556,50.2798677897572,0.707106781186548,1.56596236443892,1506,2,0,"0","0",0.414753744902478,1,"83"
"776","THU22_2011_1831",0,304.99,129.92,2011,3063,3136,97.7,159.51,0,0,9.408,11.5,76.3,38.8,93.4,38.9,20.9,159.51,20.48,5269.12,5.27,-90.1404073975346,50.2516685778681,0.612372435695794,0.555854047618899,1517,2,0,"0","0",0.152192869823002,1,"82"
"780","THU33_2011_1829",0,375.01,209.31,2011,419,475,88.2,130.84,0,0,1.425,13.5,148.6,48.5,92.6,54.5,22.1,130.84,19.81,4730.97,4.73,-88.7894267123549,50.4698373433064,0.866025403784439,1.42012410107232,1515,2,0,"0","0",0.35016879167603,1,"94"
"789","THU45_1995_692",0,558.64,241.77,1995,7560,7602,99.4,57.67,0,0,22.806,4,269.6,58.5,87.6,66.8,13.1,57.67,20.35,4976.18,4.98,-89.7386168099006,50.7432855459574,0.707106781186548,1.07089741399506,1375,2,0,"0","0",0.302353713973793,1,"16"
"790","THU49_1996_1128",0,508.68,158.28,1996,31161,31281,99.6,79.63,0,0,93.843,7.6,198.5,57.6,89.7,62.8,19.7,79.63,20.43,4995.28,5,-89.7851376395103,50.5833063683246,0.707106781186548,0.928048460635607,1408,2,0,"0","0",0.198554596410966,1,"103"
"791","THU50_2011_1826",0,375.95,148.01,2011,54771,55958,97.9,121.05,0,0,167.874,6.7,312.3,32.6,88.9,52.4,14.2,121.05,20.93,4969.26,4.97,-89.6294835188263,50.8248125171478,0.866025403784439,1.2906951129209,1513,2,0,"0","0",0.348001341283475,1,"19"
"795","THU57_2011_1746",0,413.44,124.99,2011,25681,27685,92.8,139.07,0,0,83.055,6.8,337.1,29,89.2,49.5,13.8,139.07,20.36,4880.85,4.88,-89.2296448536028,50.7159032427868,0.707106781186548,1.04432972894284,1507,2,0,"0","0",0.20966255285695,1,"85"
"796","THU58_2011_1825",0,485.3,262.16,2011,1917,1920,99.8,85.63,0,0,5.76,6.4,324.4,33.8,89.4,53,14.8,85.63,20.68,5065.21,5.07,-89.7304199434375,50.9104661446933,0.790569415042095,0.928895784688858,1512,2,0,"0","0",0.321958408900952,1,"79"
"798","THU65_1996_453",0,518.72,146.72,1996,54552,57043,95.6,74.31,0,0,171.129,6.5,187.9,56,88.7,61.7,15.4,74.31,19.9,4754.32,4.75,-88.7871110844753,50.668236694075,0.707106781186548,0.934632544995515,1359,2,0,"0","0",0.132505152302534,1,"7"
"802","THU79_1995_1183",0,568.15,72.84,1995,1446,1446,100,49.9,0,0,4.338,3.9,249.3,63.7,86.2,72,13.9,49.9,20.29,5131.46,5.13,-90.0161852585094,50.5631024361739,0.612372435695794,0.676768338292305,1416,2,0,"0","0",0.105360039123707,1,"113"
"804","THU83_1996_292",0,565.52,124.16,1996,2269,2289,99.1,70.5,0,0,6.867,6.3,184.4,56.2,87.6,61.4,14.6,70.5,19.83,4641.72,4.64,-88.2313671785598,50.7736047612619,0.707106781186548,0.925886935765714,1347,2,0,"0","0",0.0887985830335133,1,"33"
"806","THU89_1996_447",0,546.33,232.45,1996,3872,4030,96.1,71.42,0,0,12.09,5.1,197.9,57.3,89.1,62.6,14.5,71.42,20.29,5117.79,5.12,-89.8640573164586,50.6655217457229,0.612372435695794,0.668049356765176,1358,2,0,"0","0",0.216921396448485,1,"140"
